nameWithOwner,url,createdAt,stargazerCount,name,updatedAt,primaryLanguage.name,pullRequests.totalCount,releases.totalCount,releases.nodes,open.totalCount,closed.totalCount
gzu-liyujiang/AndroidPicker,https://github.com/gzu-liyujiang/AndroidPicker,2015-10-21T14:21:16Z,5169,AndroidPicker,2021-09-07T14:23:26Z,Java,18,39,"[{""createdAt"":""2016-01-29T09:42:20Z""},{""createdAt"":""2016-01-29T09:42:52Z""},{""createdAt"":""2016-07-22T16:36:45Z""},{""createdAt"":""2016-11-23T12:12:01Z""},{""createdAt"":""2016-12-21T15:33:33Z""},{""createdAt"":""2017-01-08T16:20:58Z""},{""createdAt"":""2017-01-07T14:01:08Z""},{""createdAt"":""2017-01-04T11:40:15Z""},{""createdAt"":""2017-01-01T00:42:37Z""},{""createdAt"":""2016-12-20T13:53:59Z""},{""createdAt"":""2016-12-17T07:56:52Z""},{""createdAt"":""2016-12-15T18:04:39Z""},{""createdAt"":""2016-10-13T16:57:51Z""},{""createdAt"":""2016-09-01T16:38:16Z""},{""createdAt"":""2017-01-09T08:06:47Z""},{""createdAt"":""2017-03-08T16:12:40Z""},{""createdAt"":""2017-01-17T11:45:03Z""},{""createdAt"":""2017-03-19T05:32:45Z""},{""createdAt"":""2017-04-10T16:32:20Z""},{""createdAt"":""2017-05-01T00:03:39Z""},{""createdAt"":""2017-05-02T15:31:15Z""},{""createdAt"":""2017-08-21T03:11:18Z""},{""createdAt"":""2017-07-12T03:07:23Z""},{""createdAt"":""2017-05-13T13:48:01Z""},{""createdAt"":""2017-09-01T03:48:24Z""},{""createdAt"":""2018-06-01T09:43:50Z""},{""createdAt"":""2018-10-18T07:47:54Z""},{""createdAt"":""2020-10-20T07:54:10Z""},{""createdAt"":""2021-06-10T20:06:07Z""},{""createdAt"":""2021-06-12T10:23:00Z""},{""createdAt"":""2021-06-12T15:35:44Z""},{""createdAt"":""2021-06-25T06:43:33Z""},{""createdAt"":""2021-06-30T07:50:04Z""},{""createdAt"":""2021-07-02T03:44:06Z""},{""createdAt"":""2021-07-08T04:34:33Z""},{""createdAt"":""2021-07-21T10:21:15Z""},{""createdAt"":""2021-07-14T16:33:24Z""},{""createdAt"":""2021-07-30T08:44:01Z""},{""createdAt"":""2021-08-31T10:26:54Z""}]",123,119
Yalantis/Side-Menu.Android,https://github.com/Yalantis/Side-Menu.Android,2015-01-13T11:11:27Z,5167,Side-Menu.Android,2021-09-04T14:49:48Z,Java,6,2,"[{""createdAt"":""2015-01-13T11:11:27Z""},{""createdAt"":""2019-01-31T14:02:59Z""}]",17,57
intuit/karate,https://github.com/intuit/karate,2017-02-07T15:59:17Z,5152,karate,2021-09-07T18:23:00Z,Java,227,43,"[{""createdAt"":""2017-02-11T19:40:45Z""},{""createdAt"":""2017-02-12T11:52:53Z""},{""createdAt"":""2017-02-17T09:04:57Z""},{""createdAt"":""2017-02-19T12:31:38Z""},{""createdAt"":""2017-02-23T07:39:53Z""},{""createdAt"":""2017-02-24T13:20:39Z""},{""createdAt"":""2017-02-27T14:55:24Z""},{""createdAt"":""2017-03-02T14:04:19Z""},{""createdAt"":""2017-03-05T15:24:55Z""},{""createdAt"":""2017-03-09T04:43:10Z""},{""createdAt"":""2017-03-12T02:45:32Z""},{""createdAt"":""2017-03-12T07:37:03Z""},{""createdAt"":""2017-03-19T07:28:16Z""},{""createdAt"":""2017-03-28T07:18:35Z""},{""createdAt"":""2017-04-03T14:11:15Z""},{""createdAt"":""2017-04-11T13:39:42Z""},{""createdAt"":""2017-04-18T13:26:25Z""},{""createdAt"":""2017-05-07T14:51:34Z""},{""createdAt"":""2017-05-25T13:31:39Z""},{""createdAt"":""2017-06-21T16:15:46Z""},{""createdAt"":""2017-06-26T05:46:29Z""},{""createdAt"":""2017-07-27T02:53:14Z""},{""createdAt"":""2017-09-13T14:34:07Z""},{""createdAt"":""2017-10-08T16:39:09Z""},{""createdAt"":""2017-12-05T03:28:22Z""},{""createdAt"":""2018-02-17T06:36:56Z""},{""createdAt"":""2018-07-16T04:29:01Z""},{""createdAt"":""2018-12-02T16:30:30Z""},{""createdAt"":""2019-01-15T03:31:04Z""},{""createdAt"":""2019-03-25T01:22:40Z""},{""createdAt"":""2019-06-10T01:32:31Z""},{""createdAt"":""2019-07-05T20:56:40Z""},{""createdAt"":""2020-02-16T09:19:01Z""},{""createdAt"":""2020-08-24T13:33:07Z""},{""createdAt"":""2021-03-15T02:55:09Z""},{""createdAt"":""2021-04-05T04:14:13Z""},{""createdAt"":""2021-05-16T05:24:58Z""},{""createdAt"":""2021-05-31T08:33:03Z""},{""createdAt"":""2021-06-15T07:40:19Z""},{""createdAt"":""2021-06-25T16:17:26Z""},{""createdAt"":""2021-07-21T07:04:29Z""},{""createdAt"":""2021-08-04T19:14:42Z""},{""createdAt"":""2021-08-25T07:54:26Z""}]",10,1424
h6ah4i/android-advancedrecyclerview,https://github.com/h6ah4i/android-advancedrecyclerview,2015-01-24T16:14:39Z,5139,android-advancedrecyclerview,2021-09-07T10:12:29Z,Java,37,1,"[{""createdAt"":""2018-12-16T10:53:05Z""}]",189,253
thinkaurelius/titan,https://github.com/thinkaurelius/titan,2012-02-25T22:53:53Z,5139,titan,2021-09-07T13:14:57Z,Java,131,0,[],157,968
motianhuo/wechat,https://github.com/motianhuo/wechat,2015-05-25T02:33:37Z,5138,wechat,2021-09-05T02:20:18Z,Java,1,0,[],40,11
527515025/springBoot,https://github.com/527515025/springBoot,2016-11-07T02:13:31Z,5132,springBoot,2021-09-07T03:15:07Z,Java,0,0,[],31,5
yanzhenjie/SwipeRecyclerView,https://github.com/yanzhenjie/SwipeRecyclerView,2016-08-03T15:43:34Z,5123,SwipeRecyclerView,2021-09-07T03:34:24Z,Java,4,0,[],96,205
wuhaoyu1990/MagicCamera,https://github.com/wuhaoyu1990/MagicCamera,2016-01-08T11:36:56Z,5104,MagicCamera,2021-09-07T10:22:40Z,Java,0,0,[],95,16
CameraKit/camerakit-android,https://github.com/CameraKit/camerakit-android,2016-11-27T19:29:43Z,5099,camerakit-android,2021-09-07T03:42:10Z,Java,73,17,"[{""createdAt"":""2017-10-07T17:49:04Z""},{""createdAt"":""2017-11-03T22:25:34Z""},{""createdAt"":""2017-12-07T12:26:37Z""},{""createdAt"":""2018-11-30T18:40:55Z""},{""createdAt"":""2019-01-04T16:52:56Z""},{""createdAt"":""2019-01-04T16:56:12Z""},{""createdAt"":""2019-01-04T17:08:06Z""},{""createdAt"":""2019-01-04T17:08:42Z""},{""createdAt"":""2019-01-04T17:32:23Z""},{""createdAt"":""2019-01-04T17:33:15Z""},{""createdAt"":""2019-01-04T17:33:37Z""},{""createdAt"":""2019-01-04T17:33:58Z""},{""createdAt"":""2019-01-04T17:34:15Z""},{""createdAt"":""2019-01-04T17:34:38Z""},{""createdAt"":""2019-01-09T02:27:32Z""},{""createdAt"":""2019-01-23T17:21:50Z""},{""createdAt"":""2019-01-23T16:54:31Z""}]",152,363
xxv/android-lifecycle,https://github.com/xxv/android-lifecycle,2014-04-18T14:26:22Z,5098,android-lifecycle,2021-09-07T13:10:11Z,Java,0,0,[],25,5
JesusFreke/smali,https://github.com/JesusFreke/smali,2012-09-23T19:51:16Z,5091,smali,2021-09-06T07:17:06Z,Java,51,1,"[{""createdAt"":""2013-09-15T03:05:06Z""}]",114,602
KeepSafe/TapTargetView,https://github.com/KeepSafe/TapTargetView,2016-09-11T09:07:36Z,5072,TapTargetView,2021-09-06T22:37:58Z,Java,81,23,"[{""createdAt"":""2016-09-12T01:31:15Z""},{""createdAt"":""2016-09-13T01:20:33Z""},{""createdAt"":""2016-09-22T22:22:29Z""},{""createdAt"":""2016-10-01T21:13:37Z""},{""createdAt"":""2016-10-13T20:55:12Z""},{""createdAt"":""2016-10-14T01:27:58Z""},{""createdAt"":""2016-10-24T16:23:11Z""},{""createdAt"":""2016-11-01T23:18:22Z""},{""createdAt"":""2016-11-19T22:53:02Z""},{""createdAt"":""2016-11-20T21:27:54Z""},{""createdAt"":""2016-12-05T05:08:40Z""},{""createdAt"":""2016-12-23T23:24:36Z""},{""createdAt"":""2017-01-16T02:41:50Z""},{""createdAt"":""2017-02-09T01:38:19Z""},{""createdAt"":""2017-03-27T16:35:32Z""},{""createdAt"":""2017-04-01T22:30:42Z""},{""createdAt"":""2017-10-19T03:08:43Z""},{""createdAt"":""2018-01-07T07:57:02Z""},{""createdAt"":""2018-07-25T05:58:52Z""},{""createdAt"":""2019-09-05T00:50:51Z""},{""createdAt"":""2021-03-10T19:35:44Z""},{""createdAt"":""2021-03-10T19:47:35Z""},{""createdAt"":""2021-07-09T17:58:52Z""}]",41,243
spring-projects/spring-petclinic,https://github.com/spring-projects/spring-petclinic,2013-01-09T09:05:18Z,5058,spring-petclinic,2021-09-07T10:15:56Z,Java,82,0,[],7,199
Vedenin/useful-java-links,https://github.com/Vedenin/useful-java-links,2016-02-13T13:14:52Z,5057,useful-java-links,2021-09-06T17:24:32Z,Java,87,0,[],0,17
frogermcs/InstaMaterial,https://github.com/frogermcs/InstaMaterial,2014-11-10T18:56:49Z,5044,InstaMaterial,2021-08-31T05:38:30Z,Java,2,1,"[{""createdAt"":""2015-07-23T06:40:47Z""}]",27,15
Karumi/Dexter,https://github.com/Karumi/Dexter,2015-11-17T13:14:43Z,5033,Dexter,2021-09-07T17:19:16Z,Java,73,33,"[{""createdAt"":""2015-11-17T13:19:48Z""},{""createdAt"":""2015-11-17T13:52:19Z""},{""createdAt"":""2015-11-18T10:18:39Z""},{""createdAt"":""2015-11-20T18:19:04Z""},{""createdAt"":""2015-11-24T09:51:15Z""},{""createdAt"":""2015-11-30T10:37:52Z""},{""createdAt"":""2015-12-01T10:26:53Z""},{""createdAt"":""2015-12-01T14:40:00Z""},{""createdAt"":""2015-12-15T17:27:05Z""},{""createdAt"":""2015-12-17T10:16:30Z""},{""createdAt"":""2016-01-12T11:47:26Z""},{""createdAt"":""2016-01-22T11:39:06Z""},{""createdAt"":""2016-03-16T09:28:23Z""},{""createdAt"":""2016-06-13T08:38:16Z""},{""createdAt"":""2016-09-05T17:23:22Z""},{""createdAt"":""2016-12-23T13:56:54Z""},{""createdAt"":""2016-12-23T16:08:38Z""},{""createdAt"":""2017-01-25T12:26:05Z""},{""createdAt"":""2017-02-01T14:08:35Z""},{""createdAt"":""2017-03-06T14:38:55Z""},{""createdAt"":""2017-03-06T17:36:59Z""},{""createdAt"":""2017-04-03T09:04:04Z""},{""createdAt"":""2017-06-28T09:31:58Z""},{""createdAt"":""2017-10-31T11:13:13Z""},{""createdAt"":""2018-06-21T10:46:19Z""},{""createdAt"":""2019-09-17T09:12:41Z""},{""createdAt"":""2019-12-02T14:25:22Z""},{""createdAt"":""2020-01-29T08:15:52Z""},{""createdAt"":""2020-05-08T14:13:31Z""},{""createdAt"":""2020-06-08T07:29:24Z""},{""createdAt"":""2020-07-07T06:40:07Z""},{""createdAt"":""2020-11-17T06:59:21Z""},{""createdAt"":""2021-07-02T10:43:51Z""}]",34,151
alibaba/UltraViewPager,https://github.com/alibaba/UltraViewPager,2017-03-29T13:31:53Z,5023,UltraViewPager,2021-09-05T09:01:32Z,Java,4,10,"[{""createdAt"":""2017-03-30T08:25:19Z""},{""createdAt"":""2017-04-10T17:15:27Z""},{""createdAt"":""2017-05-19T03:49:15Z""},{""createdAt"":""2017-09-07T03:27:21Z""},{""createdAt"":""2017-12-20T06:55:43Z""},{""createdAt"":""2018-03-27T03:50:02Z""},{""createdAt"":""2018-04-12T02:50:59Z""},{""createdAt"":""2018-04-19T03:19:10Z""},{""createdAt"":""2018-05-02T03:27:39Z""},{""createdAt"":""2018-05-02T03:27:39Z""}]",55,84
micronaut-projects/micronaut-core,https://github.com/micronaut-projects/micronaut-core,2018-03-07T12:05:08Z,5021,micronaut-core,2021-09-07T17:33:59Z,Java,2572,97,"[{""createdAt"":""2018-05-29T19:30:08Z""},{""createdAt"":""2018-06-28T15:41:03Z""},{""createdAt"":""2018-07-19T14:20:57Z""},{""createdAt"":""2018-08-09T14:29:59Z""},{""createdAt"":""2018-09-30T14:06:57Z""},{""createdAt"":""2018-10-08T14:17:01Z""},{""createdAt"":""2018-10-16T14:15:12Z""},{""createdAt"":""2018-10-23T14:50:45Z""},{""createdAt"":""2018-11-13T10:33:16Z""},{""createdAt"":""2018-12-19T09:56:29Z""},{""createdAt"":""2019-01-08T13:57:29Z""},{""createdAt"":""2019-01-29T10:54:55Z""},{""createdAt"":""2019-02-12T10:56:08Z""},{""createdAt"":""2019-02-27T15:37:01Z""},{""createdAt"":""2019-03-20T14:48:01Z""},{""createdAt"":""2019-03-27T09:48:38Z""},{""createdAt"":""2019-03-28T10:57:44Z""},{""createdAt"":""2019-04-11T12:30:00Z""},{""createdAt"":""2019-05-08T20:59:55Z""},{""createdAt"":""2019-05-20T11:50:49Z""},{""createdAt"":""2019-06-04T13:35:11Z""},{""createdAt"":""2019-06-05T14:27:30Z""},{""createdAt"":""2019-07-04T14:48:46Z""},{""createdAt"":""2019-07-08T14:37:41Z""},{""createdAt"":""2019-08-06T14:09:36Z""},{""createdAt"":""2019-09-05T20:18:38Z""},{""createdAt"":""2019-09-13T16:50:13Z""},{""createdAt"":""2019-09-27T14:03:38Z""},{""createdAt"":""2019-10-14T20:19:00Z""},{""createdAt"":""2019-10-17T20:00:15Z""},{""createdAt"":""2019-11-05T19:41:00Z""},{""createdAt"":""2019-11-21T14:22:21Z""},{""createdAt"":""2019-12-02T21:35:38Z""},{""createdAt"":""2019-12-16T21:44:15Z""},{""createdAt"":""2019-12-20T14:24:33Z""},{""createdAt"":""2020-01-14T17:21:28Z""},{""createdAt"":""2020-01-21T18:47:32Z""},{""createdAt"":""2020-01-23T13:11:47Z""},{""createdAt"":""2020-02-04T12:58:48Z""},{""createdAt"":""2020-02-13T17:54:15Z""},{""createdAt"":""2020-02-21T20:25:30Z""},{""createdAt"":""2020-09-11T16:35:20Z""},{""createdAt"":""2020-03-09T18:56:59Z""},{""createdAt"":""2020-03-10T18:33:11Z""},{""createdAt"":""2020-03-20T12:12:08Z""},{""createdAt"":""2020-04-02T11:47:01Z""},{""createdAt"":""2020-04-03T20:21:37Z""},{""createdAt"":""2020-04-30T10:16:11Z""},{""createdAt"":""2020-05-08T16:21:56Z""},{""createdAt"":""2020-06-05T20:25:58Z""},{""createdAt"":""2020-06-15T08:37:58Z""},{""createdAt"":""2020-06-22T11:46:42Z""},{""createdAt"":""2020-06-26T07:37:31Z""},{""createdAt"":""2020-07-28T20:39:13Z""},{""createdAt"":""2020-07-10T14:04:48Z""},{""createdAt"":""2020-09-21T17:55:37Z""},{""createdAt"":""2020-10-01T17:54:10Z""},{""createdAt"":""2020-10-13T17:55:48Z""},{""createdAt"":""2020-10-21T19:38:15Z""},{""createdAt"":""2020-11-05T20:13:31Z""},{""createdAt"":""2020-11-18T04:12:20Z""},{""createdAt"":""2020-12-04T18:47:42Z""},{""createdAt"":""2020-11-19T20:18:20Z""},{""createdAt"":""2020-12-23T17:15:54Z""},{""createdAt"":""2021-01-06T18:53:26Z""},{""createdAt"":""2021-01-22T17:26:39Z""},{""createdAt"":""2021-02-01T17:44:36Z""},{""createdAt"":""2021-02-12T19:35:57Z""},{""createdAt"":""2021-03-02T16:34:54Z""},{""createdAt"":""2021-02-22T19:26:10Z""},{""createdAt"":""2021-03-09T15:24:48Z""},{""createdAt"":""2021-03-18T18:11:35Z""},{""createdAt"":""2021-03-31T18:31:11Z""},{""createdAt"":""2021-04-26T17:11:52Z""},{""createdAt"":""2021-04-27T18:22:48Z""},{""createdAt"":""2021-04-28T18:22:03Z""},{""createdAt"":""2021-05-05T19:29:04Z""},{""createdAt"":""2021-05-11T17:43:46Z""},{""createdAt"":""2021-05-12T16:23:00Z""},{""createdAt"":""2021-05-19T16:15:28Z""},{""createdAt"":""2021-06-02T16:54:28Z""},{""createdAt"":""2021-05-26T19:02:24Z""},{""createdAt"":""2021-06-15T17:49:50Z""},{""createdAt"":""2021-06-17T18:21:09Z""},{""createdAt"":""2021-06-25T14:58:40Z""},{""createdAt"":""2021-07-08T20:09:10Z""},{""createdAt"":""2021-07-14T17:02:09Z""},{""createdAt"":""2021-07-20T19:44:32Z""},{""createdAt"":""2021-07-20T19:00:36Z""},{""createdAt"":""2021-07-23T18:34:43Z""},{""createdAt"":""2021-07-23T16:19:50Z""},{""createdAt"":""2021-07-26T19:25:48Z""},{""createdAt"":""2021-08-11T15:19:54Z""},{""createdAt"":""2021-08-12T19:51:57Z""},{""createdAt"":""2021-08-18T16:37:44Z""},{""createdAt"":""2021-09-06T19:11:22Z""},{""createdAt"":""2021-09-03T18:09:20Z""}]",355,2230
wasabeef/Blurry,https://github.com/wasabeef/Blurry,2015-07-23T14:12:08Z,5005,Blurry,2021-09-07T17:34:34Z,Java,14,0,[],80,20
wequick/Small,https://github.com/wequick/Small,2015-11-27T11:37:20Z,4996,Small,2021-09-07T13:33:14Z,Java,36,25,"[{""createdAt"":""2016-06-29T08:25:18Z""},{""createdAt"":""2016-07-21T08:35:03Z""},{""createdAt"":""2016-11-04T07:47:18Z""},{""createdAt"":""2016-11-10T09:05:41Z""},{""createdAt"":""2016-11-15T07:34:56Z""},{""createdAt"":""2016-11-17T05:58:27Z""},{""createdAt"":""2017-02-25T08:43:41Z""},{""createdAt"":""2017-03-19T11:59:14Z""},{""createdAt"":""2017-03-20T17:05:16Z""},{""createdAt"":""2017-03-27T15:48:27Z""},{""createdAt"":""2017-05-11T05:06:42Z""},{""createdAt"":""2017-05-13T09:47:45Z""},{""createdAt"":""2017-05-21T08:33:31Z""},{""createdAt"":""2017-05-31T14:50:45Z""},{""createdAt"":""2017-06-06T12:50:05Z""},{""createdAt"":""2017-06-11T14:43:46Z""},{""createdAt"":""2017-06-11T17:11:45Z""},{""createdAt"":""2017-06-21T00:58:49Z""},{""createdAt"":""2017-06-16T01:30:34Z""},{""createdAt"":""2017-10-16T12:26:23Z""},{""createdAt"":""2017-10-16T14:16:41Z""},{""createdAt"":""2017-10-27T23:45:20Z""},{""createdAt"":""2018-04-24T13:40:24Z""},{""createdAt"":""2018-07-01T18:01:02Z""},{""createdAt"":""2018-07-06T00:29:57Z""}]",258,300
twowaits/SDE-Interview-Questions,https://github.com/twowaits/SDE-Interview-Questions,2017-10-25T11:08:52Z,4993,SDE-Interview-Questions,2021-09-07T17:40:36Z,Java,73,1,"[{""createdAt"":""2018-09-30T05:38:07Z""}]",0,12
Trinea/android-common,https://github.com/Trinea/android-common,2012-06-19T07:49:46Z,4992,android-common,2021-09-06T19:17:39Z,Java,7,1,"[{""createdAt"":""2014-03-24T12:06:40Z""}]",18,14
careercup/ctci,https://github.com/careercup/ctci,2013-03-21T23:01:01Z,4984,ctci,2021-09-07T17:19:22Z,Java,80,0,[],33,5
apache/beam,https://github.com/apache/beam,2016-02-02T08:00:06Z,4975,beam,2021-09-07T20:49:52Z,Java,10311,14,"[{""createdAt"":""2019-08-14T21:33:41Z""},{""createdAt"":""2019-10-07T22:07:24Z""},{""createdAt"":""2020-05-15T19:35:38Z""},{""createdAt"":""2020-05-27T15:26:34Z""},{""createdAt"":""2020-06-08T19:14:13Z""},{""createdAt"":""2020-07-29T22:18:21Z""},{""createdAt"":""2020-09-17T00:32:22Z""},{""createdAt"":""2020-10-23T22:09:44Z""},{""createdAt"":""2020-12-11T21:01:28Z""},{""createdAt"":""2021-01-08T20:22:16Z""},{""createdAt"":""2021-02-22T21:08:17Z""},{""createdAt"":""2021-06-09T02:11:28Z""},{""createdAt"":""2021-07-08T17:21:59Z""},{""createdAt"":""2021-08-26T06:10:23Z""}]",0,0
traex/RippleEffect,https://github.com/traex/RippleEffect,2014-10-14T13:32:51Z,4964,RippleEffect,2021-08-31T15:56:35Z,Java,17,0,[],49,65
TommyLemon/Android-ZBLibrary,https://github.com/TommyLemon/Android-ZBLibrary,2015-08-20T16:03:53Z,4947,Android-ZBLibrary,2021-09-06T02:06:49Z,Java,12,25,"[{""createdAt"":""2017-03-17T16:51:12Z""},{""createdAt"":""2017-03-20T13:16:58Z""},{""createdAt"":""2017-04-06T10:23:38Z""},{""createdAt"":""2017-04-08T06:01:39Z""},{""createdAt"":""2017-05-03T12:29:55Z""},{""createdAt"":""2017-05-10T12:03:19Z""},{""createdAt"":""2017-10-04T08:17:30Z""},{""createdAt"":""2017-10-04T08:54:24Z""},{""createdAt"":""2017-10-04T09:23:53Z""},{""createdAt"":""2017-10-04T12:44:03Z""},{""createdAt"":""2017-12-16T11:58:42Z""},{""createdAt"":""2017-12-16T15:21:15Z""},{""createdAt"":""2017-12-16T17:34:34Z""},{""createdAt"":""2018-01-04T14:31:00Z""},{""createdAt"":""2018-01-06T09:13:11Z""},{""createdAt"":""2018-01-06T14:46:09Z""},{""createdAt"":""2018-03-17T15:54:36Z""},{""createdAt"":""2018-06-19T14:02:24Z""},{""createdAt"":""2018-07-01T08:29:59Z""},{""createdAt"":""2018-07-01T09:43:59Z""},{""createdAt"":""2018-08-11T17:50:06Z""},{""createdAt"":""2018-11-10T08:26:35Z""},{""createdAt"":""2018-12-02T10:20:40Z""},{""createdAt"":""2019-06-22T10:15:01Z""},{""createdAt"":""2019-08-17T09:18:50Z""}]",10,24
YunaiV/onemall,https://github.com/YunaiV/onemall,2019-05-02T16:06:49Z,4947,onemall,2021-09-07T16:56:14Z,Java,3,0,[],20,12
crazycodeboy/react-native-splash-screen,https://github.com/crazycodeboy/react-native-splash-screen,2016-09-14T10:43:55Z,4945,react-native-splash-screen,2021-09-07T19:18:21Z,Java,44,11,"[{""createdAt"":""2016-09-19T06:17:43Z""},{""createdAt"":""2017-01-16T10:58:29Z""},{""createdAt"":""2017-05-31T09:52:32Z""},{""createdAt"":""2017-08-18T17:19:11Z""},{""createdAt"":""2017-09-10T13:21:35Z""},{""createdAt"":""2017-11-06T01:38:17Z""},{""createdAt"":""2018-05-29T06:56:16Z""},{""createdAt"":""2018-06-13T03:24:37Z""},{""createdAt"":""2018-07-10T05:38:19Z""},{""createdAt"":""2018-08-01T02:24:59Z""},{""createdAt"":""2019-02-07T13:26:13Z""}]",287,137
spring-projects/spring-mvc-showcase,https://github.com/spring-projects/spring-mvc-showcase,2011-06-03T15:36:55Z,4943,spring-mvc-showcase,2021-09-07T07:59:30Z,Java,8,0,[],5,38
amitshekhariitbhu/RxJava2-Android-Samples,https://github.com/amitshekhariitbhu/RxJava2-Android-Samples,2016-08-27T08:21:37Z,4940,RxJava2-Android-Samples,2021-09-04T00:32:07Z,Java,25,0,[],12,9
orhanobut/dialogplus,https://github.com/orhanobut/dialogplus,2014-12-12T09:24:44Z,4928,dialogplus,2021-09-07T02:27:34Z,Java,36,9,"[{""createdAt"":""2015-01-21T09:56:09Z""},{""createdAt"":""2015-02-01T16:18:17Z""},{""createdAt"":""2015-04-11T21:15:51Z""},{""createdAt"":""2015-05-22T07:56:38Z""},{""createdAt"":""2015-06-21T18:58:20Z""},{""createdAt"":""2015-07-12T12:59:54Z""},{""createdAt"":""2015-07-12T13:27:02Z""},{""createdAt"":""2015-07-18T16:05:31Z""},{""createdAt"":""2015-11-09T12:52:15Z""}]",52,99
MinecraftForge/MinecraftForge,https://github.com/MinecraftForge/MinecraftForge,2012-01-30T01:35:01Z,4898,MinecraftForge,2021-09-07T10:49:34Z,Java,1906,0,[],98,3570
Devlight/NavigationTabBar,https://github.com/Devlight/NavigationTabBar,2016-03-29T08:59:27Z,4892,NavigationTabBar,2021-09-06T00:14:02Z,Java,10,13,"[{""createdAt"":""2016-03-29T10:16:25Z""},{""createdAt"":""2016-04-04T21:14:19Z""},{""createdAt"":""2016-04-06T13:34:17Z""},{""createdAt"":""2016-04-11T07:06:20Z""},{""createdAt"":""2016-04-18T08:14:17Z""},{""createdAt"":""2016-04-19T20:24:26Z""},{""createdAt"":""2016-05-07T11:39:29Z""},{""createdAt"":""2016-05-20T12:39:17Z""},{""createdAt"":""2016-06-04T23:50:52Z""},{""createdAt"":""2016-06-18T22:49:00Z""},{""createdAt"":""2016-06-28T09:51:45Z""},{""createdAt"":""2016-07-09T20:13:51Z""},{""createdAt"":""2016-08-13T18:39:58Z""}]",61,81
journeyapps/zxing-android-embedded,https://github.com/journeyapps/zxing-android-embedded,2012-11-28T16:36:39Z,4882,zxing-android-embedded,2021-09-04T01:49:58Z,Java,65,6,"[{""createdAt"":""2016-02-06T14:43:26Z""},{""createdAt"":""2016-06-05T17:16:02Z""},{""createdAt"":""2016-10-16T18:51:59Z""},{""createdAt"":""2017-03-20T13:05:11Z""},{""createdAt"":""2019-09-07T17:01:17Z""},{""createdAt"":""2018-03-04T12:21:27Z""}]",68,467
yipianfengye/android-zxingLibrary,https://github.com/yipianfengye/android-zxingLibrary,2016-07-26T08:00:18Z,4877,android-zxingLibrary,2021-09-07T07:28:16Z,Java,5,0,[],197,58
Meituan-Dianping/Leaf,https://github.com/Meituan-Dianping/Leaf,2018-12-11T07:41:35Z,4870,Leaf,2021-09-07T18:06:47Z,Java,8,0,[],39,87
Ramotion/folding-cell-android,https://github.com/Ramotion/folding-cell-android,2016-04-01T11:38:47Z,4845,folding-cell-android,2021-09-03T06:05:49Z,Java,17,0,[],7,65
andkulikov/Transitions-Everywhere,https://github.com/andkulikov/Transitions-Everywhere,2014-10-15T03:37:03Z,4838,Transitions-Everywhere,2021-09-07T03:58:02Z,Java,13,23,"[{""createdAt"":""2014-10-16T10:24:15Z""},{""createdAt"":""2014-10-28T06:28:16Z""},{""createdAt"":""2014-11-16T08:32:53Z""},{""createdAt"":""2014-11-27T21:21:21Z""},{""createdAt"":""2014-12-21T18:07:07Z""},{""createdAt"":""2015-03-12T09:03:10Z""},{""createdAt"":""2015-04-06T11:06:17Z""},{""createdAt"":""2015-04-18T22:49:06Z""},{""createdAt"":""2015-06-02T20:21:38Z""},{""createdAt"":""2015-08-12T21:40:14Z""},{""createdAt"":""2015-08-25T11:18:42Z""},{""createdAt"":""2015-11-19T07:53:55Z""},{""createdAt"":""2016-03-13T21:58:25Z""},{""createdAt"":""2016-04-17T23:24:14Z""},{""createdAt"":""2016-06-21T17:46:31Z""},{""createdAt"":""2016-07-10T22:26:12Z""},{""createdAt"":""2016-09-04T23:39:12Z""},{""createdAt"":""2016-09-12T22:06:00Z""},{""createdAt"":""2017-04-09T01:13:05Z""},{""createdAt"":""2017-04-29T15:04:42Z""},{""createdAt"":""2017-08-14T11:48:32Z""},{""createdAt"":""2017-09-14T22:09:35Z""},{""createdAt"":""2018-06-16T22:25:14Z""}]",4,85
